F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-boolean,F16-String,F16-Integer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F3-NA,F3-Type[],F3-rb.contains(-10),F3-range.contains( c ),F3-new ToStringBuilder(base).append(array).toString(),F3-Class,F3-Integer,F3-CharUtils.toCharacterObject( a ),F3-baseStr +  [  + SystemUtils.LINE_SEPARATOR+    <null> + SystemUtils.LINE_SEPARATOR+  ] ,F3-boolean,F3-int[][],F3-CharUtils.toIntValue(new Character( A ) -1),F3-char,F3-String,F3-TypeUtils.isInstance(1 uriComparableType),F3-float[][],F3-int,F3-sb.toString(),F3-Comparable,F3-Locale,F7--,F7-++,F7---,F7--=,F7-+=,F7-NA,F7-*,F7-+,F12-Random,F12-int,F12-Object,F12-NA,F12-String,F17-static,F17-NA,F2-Class,F2-List<Integer>,F2-NA,F2-StringBuffer,F2-String,F2-CountDownLatch,F2-Method,F2-ToStringBuilderTest,F2-NumberFormat,F2-Boolean,F2-Calendar,F2-TypeUtilsTest<B>,F2-Token,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.ByteArrayOutputStream,F6-java.util.Random,F6-java.lang.Object,F6-NA,F6-java.lang.StringBuffer,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-org.apache.commons.lang3.tuple.ImmutableTriple,F6-org.apache.commons.lang3.text.StrBuilder,F13-private,F13-NA,F18-NA,F14-NA,F14-final,F1-getCurrencyInstance,F1-delegateBooleanAssertion,F1-NA,F1-getDeclaredField,F1-toBaseString,F1-assertEquals,F1-get,F1-getGenericParameterTypes,F1-constantFuture,F1-appendFixedWidthPadLeft,F1-append,F1-appendln,F1-getTypeArguments,F1-assertFalse,F1-clear,F1-getDeclaredConstructors,F1-toString,F1-formatDurationWords,F1-is,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-StringBuffer,F4-Calendar,F4-NumberFormat,F4-Boolean,F4-TypeVariable[],F4-Constructor[],F4-void,F4-String,F4-int,F4-Field,F4-Type[],F8-MutatingClient,F8-NA,F8-InspectingClient,F11-secretField,F11-NA,F11-N,F11-object,F11-random,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-niallp@apache.org,F71-oheger@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,category,status
2238.0,org/apache/commons/lang3,org/apache/commons/lang3/AnnotationUtilsTest.java,474.0,True,6.0,11.0,15824.0,5.0,7.0,1597.0,1.0,121.0,0.444773175542,460.0,20.0,0.0434782608696,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,2.0,BAD_PRACTICE,0.0112359550562,NM_CONFUSING,19.0,3.0,0.0,0.480446927374,0.00279329608939,0.000698324022346,-0.5,0.833333333333,0.00868055555556,0.344262295082,0.555268087187,0.666666666667,0.00561797752809,0.0355805243446,0.555268087187,-0.505813953488,0.0,14.0,697.0,474.0,2238.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,685.0,67.0,3.0,755.0,0.0,618.0,0.0,0.286336660721,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,321.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1861.0,4805.0,1.0,1541.0,open,open
2238.0,org/apache/commons/lang3,org/apache/commons/lang3/AnnotationUtilsTest.java,474.0,True,0.0,11.0,15824.0,5.0,14.0,1597.0,1.0,121.0,0.891518737673,460.0,20.0,0.0434782608696,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,2.0,PERFORMANCE,0.063670411985,SIC_INNER_SHOULD_BE_STATIC_ANON,20.0,3.0,0.0,0.480446927374,0.00279329608939,0.0,0.0,0.794117647059,0.013624567474,0.5,0.264756415464,0.588235294118,0.00749063670412,0.0917602996255,0.264756415464,-0.505813953488,0.0,14.0,697.0,474.0,2238.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,685.0,67.0,3.0,755.0,0.0,618.0,0.0,0.286336660721,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,321.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1861.0,4805.0,1.0,1541.0,close,close
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,14.0,223.0,15824.0,1.0,12.0,1597.0,5.0,121.0,0.396652864044,2054.0,3497.0,1.70253164557,0.642857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0131086142322,FE_FLOATING_POINT_EQUALITY,20.0,3.0,2.0,0.480446927374,0.0642458100559,0.00279329608939,-1.0,0.0,0.0,0.262295081967,0.71258793893,-1.0,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,14.0,223.0,15824.0,1.0,12.0,1597.0,5.0,121.0,0.432367149758,2054.0,3497.0,1.70253164557,0.642857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0131086142322,FE_FLOATING_POINT_EQUALITY,20.0,3.0,2.0,0.480446927374,0.0642458100559,0.00279329608939,-1.0,0.0,0.0,0.262295081967,0.71258793893,-1.0,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,17.0,223.0,15824.0,1.0,12.0,1597.0,6.0,121.0,0.413216011042,2054.0,3497.0,1.70253164557,0.705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0131086142322,FE_FLOATING_POINT_EQUALITY,20.0,3.0,2.0,0.480446927374,0.0642458100559,0.00279329608939,-1.0,0.0,0.0,0.262295081967,0.71258793893,-1.0,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,17.0,223.0,15824.0,1.0,12.0,1597.0,6.0,121.0,0.440131124914,2054.0,3497.0,1.70253164557,0.705882352941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0131086142322,FE_FLOATING_POINT_EQUALITY,20.0,3.0,2.0,0.480446927374,0.0642458100559,0.00279329608939,-1.0,0.0,0.0,0.262295081967,0.71258793893,-1.0,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,6.0,223.0,15824.0,1.0,12.0,1597.0,2.0,121.0,0.0691856452726,2054.0,3497.0,1.70253164557,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0936329588015,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20.0,3.0,9.0,0.480446927374,0.0642458100559,0.0125698324022,-1.0,0.1,0.00375,0.262295081967,0.71258793893,-0.8,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,6.0,223.0,15824.0,1.0,12.0,1597.0,2.0,121.0,0.0664251207729,2054.0,3497.0,1.70253164557,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0936329588015,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20.0,3.0,9.0,0.480446927374,0.0642458100559,0.0125698324022,-1.0,0.1,0.00375,0.262295081967,0.71258793893,-0.8,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,6.0,223.0,15824.0,1.0,12.0,1597.0,2.0,121.0,0.0719461697723,2054.0,3497.0,1.70253164557,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0936329588015,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20.0,3.0,9.0,0.480446927374,0.0642458100559,0.0125698324022,-1.0,0.1,0.00375,0.262295081967,0.71258793893,-0.8,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
2562.0,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,751.0,True,6.0,223.0,15824.0,1.0,12.0,1597.0,2.0,121.0,0.0747066942719,2054.0,3497.0,1.70253164557,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,344.0,46.0,STYLE,0.0936329588015,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20.0,3.0,9.0,0.480446927374,0.0642458100559,0.0125698324022,-1.0,0.1,0.00375,0.262295081967,0.71258793893,-0.8,0.0168539325843,0.147940074906,0.71258793893,-0.505813953488,-1.0,36.0,1021.0,751.0,2562.0,370.0,0.0,41.0,300.0,70.0,711.0,0.0669561967728,4720.0,4426.0,1.0,9147.0,0.0,294.0,0.0,0.344833638509,0.0,37033.0,0.0,22215.0,744.0,0.0,59992.0,14818.0,0.117116242092,180.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1720.0,4805.0,1.0,1541.0,open,open
